class_id,rank,gender,caste,region,seat_category,branch_code,branch,college_code,college,students_per_class,fee
56,71835,M,SC,OU,SC_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
57,67887,M,BC_B,OU,BC_A_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
58,32529,F,BC_B,OU,OC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
59,28728,M,BC_B,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
60,41352,F,BC_B,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
61,45002,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
62,78165,M,SC,OU,SC_NCC_GEN_OU(0),CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
63,86058,F,SC,OU,SC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
64,68010,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
65,60805,M,ST,OU,ST_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
66,73019,F,SC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
67,51945,F,BC_B,OU,BC_B_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
68,72314,M,BC_B,OU,BC_E_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
69,43373,F,BC_B,OU,OC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
70,52810,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
71,76148,M,SC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
72,39109,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
73,78220,M,SC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
74,72339,M,BC_B,OU,BC_E_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
75,65246,F,OC,OU,BC_D_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
76,57656,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
77,62293,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
78,71244,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
79,15948,F,BC_B,OU,OC_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
80,46171,F,OC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
81,50360,M,OC,OU,OC_PHH_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
82,61068,F,OC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
83,50900,F,ST,OU,ST_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
84,71512,F,BC_B,OU,BC_B_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",84,45000
1,82426,M,BC_A,OU,BC_A_GEN_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
2,83171,M,BC_B,OU,BC_E_GEN_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
3,71108,F,ST,OU,ST_GIRLS_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
4,42343,F,BC_A,OU,ST_GEN_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
5,45424,F,BC_A,OU,BC_E_GEN_UR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
6,46711,F,BC_B,OU,OC_GEN_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
7,40457,M,OC,OU,ST_GEN_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
8,71673,M,BC_D,OU,OC_GEN_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
9,75233,F,BC_B,OU,BC_A_GEN_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
10,52994,F,BC_B,OU,SC_GIRLS_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
11,79823,F,SC,OU,SC_GEN_UR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
12,23428,F,BC_B,OU,OC_GEN_UR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
13,44783,F,BC_B,OU,OC_GEN_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
14,56268,F,BC_B,OU,BC_B_GIRLS_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
15,83238,M,BC_D,OU,OC_PHO_GEN_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
16,83036,M,BC_A,OU,BC_A_GEN_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
17,39274,F,BC_D,OU,ST_GIRLS_UR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
18,23799,F,BC_B,OU,BC_B_CAP_GEN_UR(0),ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
19,61339,F,BC_B,OU,BC_B_GIRLS_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
20,55142,F,BC_D,OU,BC_D_GIRLS_UR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
21,73849,M,BC_B,OU,BC_B_GEN_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
22,64860,M,BC_D,OU,BC_D_GEN_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
23,58473,F,BC_B,OU,BC_B_GIRLS_OU,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
1,76664,M,ST,OU,BC_D_GEN_UR,MEC,MECHANICAL ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
2,47217,M,BC_D,OU,OC_GEN_UR,MEC,MECHANICAL ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
3,81864,M,OC,OU,SC_GIRLS_UR,MEC,MECHANICAL ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
4,60519,M,BC_D,OU,BC_A_GEN_UR,MEC,MECHANICAL ENGINEERING,CITS,"CITS  -  CHAITANYA INST OF TECH AND SCIENCE, HANAMKONDA",42,45000
1,79993,M,SC,OU,ST_GEN_UR,CIV,CIVIL ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
2,67575,F,ST,OU,ST_GIRLS_UR,CIV,CIVIL ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
3,74985,M,SC,OU,BC_B_GEN_UR,CIV,CIVIL ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
4,59105,M,SC,OU,SC_GEN_UR,CIV,CIVIL ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
5,80244,M,SC,OU,BC_E_GEN_UR,CIV,CIVIL ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
1,78523,M,ST,OU,ST_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
2,73556,M,OC,AU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
3,84529,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
4,50162,M,BC_D,OU,BC_D_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
5,59130,M,BC_E,OU,BC_E_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
6,37044,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
7,58783,M,BC_B,OU,BC_B_GIRLS_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
8,46735,F,BC_B,SVU,OC_GIRLS_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
9,34025,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
10,75642,M,ST,OU,ST_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
11,53354,F,BC_D,OU,OC_CAP_GIRLS_UR(0),CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
12,79902,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
13,52253,M,BC_D,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
14,81736,M,OC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
15,38613,M,BC_B,OU,BC_A_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
16,75808,F,SC,OU,SC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
17,72227,F,BC_D,OU,BC_D_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
18,44222,M,OC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,WITS,"WITS  -  WARANGAL INST OF TECHNOLOGY SCIENCE, WARANGAL",42,45000
1,36321,M,SC,OU,SC_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
2,23878,F,ST,OU,ST_GIRLS_UR,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
3,35994,F,SC,OU,SC_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
4,19056,M,SC,OU,SC_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
5,42732,M,BC_E,OU,BC_E_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
6,16758,M,BC_B,OU,BC_B_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
7,26360,F,ST,OU,ST_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
8,24384,F,BC_B,OU,BC_B_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
9,30328,F,BC_A,OU,BC_A_GIRLS_UR,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
10,29103,M,ST,OU,ST_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
11,29803,F,SC,OU,SC_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
12,17602,F,BC_B,OU,BC_B_GIRLS_UR,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
13,14491,F,BC_B,OU,OC_PHO_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
14,19812,M,BC_D,OU,BC_D_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
15,29037,M,SC,OU,SC_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
16,35242,M,SC,OU,SC_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
17,23781,M,BC_D,OU,BC_D_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
18,38807,F,BC_A,OU,BC_A_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
19,17658,M,BC_D,OU,BC_D_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
20,26142,M,ST,OU,ST_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
21,29412,M,SC,OU,SC_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
22,21163,M,BC_B,OU,BC_B_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
23,35558,F,SC,OU,SC_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
24,18665,M,ST,OU,ST_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
25,27430,F,ST,OU,ST_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
26,19821,M,BC_D,OU,BC_D_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
27,21844,M,BC_D,OU,BC_D_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
28,19577,F,SC,OU,SC_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
29,33759,F,BC_A,OU,BC_A_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
30,20173,M,BC_D,OU,BC_D_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
31,65231,M,ST,OU,OC_NCC_GEN_OU(56),CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
32,38124,M,SC,OU,SC_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
33,30900,M,SC,OU,SC_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
34,27397,F,BC_D,OU,BC_D_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
35,16043,M,BC_A,OU,OC_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
36,19790,M,BC_D,OU,BC_D_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
37,34908,M,BC_E,SVU,BC_E_GEN_UR,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
38,20960,M,BC_B,OU,BC_B_PHV_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
39,23156,M,ST,OU,ST_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
40,29278,M,SC,OU,SC_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
41,34866,F,SC,OU,SC_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
42,31365,F,SC,OU,SC_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
43,20679,M,SC,OU,SC_CAP_GEN_UR(0),CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
44,15676,F,BC_B,OU,BC_B_GIRLS_UR,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
45,18907,F,BC_B,OU,BC_B_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
46,17881,M,BC_B,OU,BC_B_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
47,14165,M,BC_B,OU,OC_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
48,33931,F,BC_A,OU,BC_A_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
49,21346,M,BC_D,OU,BC_D_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
50,21591,F,BC_B,OU,BC_B_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
51,18479,M,BC_B,OU,BC_B_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
52,14914,F,OC,OU,OC_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
53,19527,M,BC_D,OU,BC_D_GEN_UR,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
54,33724,M,SC,OU,SC_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
55,20983,F,BC_B,OU,BC_B_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
56,12456,F,SC,OU,OC_GIRLS_UR,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
57,25994,M,ST,OU,ST_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
58,21758,F,BC_D,OU,BC_D_GIRLS_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
59,16382,M,BC_B,OU,BC_B_GEN_OU,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
60,11157,M,OC,OU,OC_GEN_UR,CIV,CIVIL ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
1,47279,M,BC_D,OU,BC_D_CAP_GEN_UR(4),CSE,COMPUTER SCIENCE AND ENGINEERING,KUWL,"KUWL  -  KU COLLEGE OF ENGINEERING  AND TECHNOLOGY, WARANGAL",60,18000
